CSFId,CSF
7308,Organic Spice
7309,Organic Plum
7310,Organic Rose
7311,Clear Gloss
7312,White Tip Creme
7313,Surely Ivory Creme
7314,Reliable Beige Creme
7315,Infinite Natural Creme
7316,Tough Buff Creme
7317,Timeless Rose Creme
7318,Lastly Lily Creme
7319,Still Standing Frost
7320,Continuous Cocoa Frost
7321,Nonstop Nude Frost
7322,Eternal Expresso Frost
7323,Steady Reddy Creme
7324,Enduring Plum Creme
7325,Constant Iris Frost
7326,Always Amethyst Frost
7327,Persistent Peony Frost
7328,Everlasting Pink Frost
7329,Strong Blush Frost
7330,Certainly Cherry Creme
7331,Forever Mango Frost
7332,Resilient Red Creme
7333,Endless Claret Frost
7334,Tenacious Ruby Creme
7335,Bold Blossom
7336,True Tulip
7337,Pink Persuasion
7338,Potent Pink
7339,Super Sheen
7340,Super Pink
7341,Super Berry
7342,Super Rose
7343,Super Ginger
7344,Super Spice
7345,Classic Ivory Organics
7346,Creamy Natural Organics
7347,Creamy Beige Organics
7348,Buff Beige Organics
7349,Natural Beige Organics
7350,Sand Beige Organics
7351,Spring
7352,Summer
7353,Ivory to Fair Organics
7354,Fair to Light Organics
7355,Light to Natural Organics
7356,170 Triple Threat
7357,171 Threesome
7358,172 Triple Play
7359,173 Three of a Kind
7360,Lime
7361,Lemon
7362,181A Beige
7363,182 Natural
7364,183 Sun Kissed
7365,184A Buff
7366,Soft Yellow
7367,Soft Green
7368,Fair
7369,Light
7370,204 Never Been Kissed
7371,205 Just Kissed
7372,206A Puppy Love
7373,207 Broken Hearted
7374,208 Lost Love
7375,209A Forbidden Love
7376,210A Head Over Heels
7377,211 Secret Admirer
7378,212A Heart's Desire
7379,214 Soul Mate
7380,215 True Love
7381,216 Infatuation
7382,222 Amazing in Amber
7383,224 Sparkling Diamonds
7384,225 Quartz of Course
7385,226 Beautiful in Bronze
7386,227 Rockin in Rubies
7387,228A Mystic Quartz
7388,229A Magic Amethyst
7389,240 Copper
7390,241 Crown Gold
7391,242 Amethyst
7392,243 Graphite
7393,250 Fine Wink
7394,251 Cream
7395,252A Goddess
7396,253B Wicked
7397,254A Gypsy
7398,255A Cornflower
7399,256A Cherub
7400,259 Sensual Sage
7401,261 Pink Orchid
7402,262 White Lotus
7403,263 Golden Poppy
7404,270 Fair
7405,271 Light
7406,272 Medium
7407,273 Tan
7408,GARNET
7409,DEEP RED
7410,DARK CHERRY
7411,RED PEARL
7412,LINGERIE
7413,SILVER PLUM
7414,PRUNE
7415,PURPLE RAIN
7416,JAZZY BEAN
7417,HOT PINK
7418,NYX
7419,APHRODITE
7420,AMORE
7421,24 KARAT
7422,LILY
7423,LOVELY
7424,ULTRAL
7425,BABY
7426,DOLL FACEC
7427,COCKTAILS
7428,NARCISSI
7429,GARDEN
7430,DAFFODILS
7431,TULIP
7432,MARIGOLD
7433,MOROCCO
7434,VIOLET
7435,JASMINE
7436,IRISES
7437,COUNTRY SIDE
7438,HIBISCUS
7439,DAISY
7440,GERANIUM
7441,PRIMARY
7442,MARRAKESH
7443,VANILLA
7444,VELLUM
7445,Black
7446,Brown
7447,20
7448,30
7449,LEVEL 1
7450,LEVEL 2
7451,LEVEL 3
7452,LEVEL 4
7453,LEVEL 5
7454,LEVEL 6
7455,LEVEL 7
7456,Candlelight Finish
7457,Radiance Finish
7458,01
7459,02
7460,03
7461,COUNTER EXT. BLACK
7462,COUNTER EXT. BLUE
7463,COUNTER EXT. DARK BROWN
7464,COUNTER EXT. DARK PLUM
7465,COUNTER EXT. GREEN
7466,COUNTER EXT. PINK
7467,COUNTER EXT. RED
7468,COUNTER EXT. RED DEEP
7469,COUNTER EXT. SHEERING
7470,COUNTER EXT. TAN
7471,COUNTER EXT. WHITE
7472,COUNTER EXT. YELLOW
7473,LEVEL 1
7474,LEVEL 2
7475,LEVEL 3
7476,LEVEL 4
7477,LEVEL 5
7478,LEVEL 6
7479,LEVEL 7
7480,LEVEL 1
7481,LEVEL 2
7482,LEVEL 3
7483,LEVEL 4
7484,LEVEL 5
7485,LEVEL 6
7486,Candlelight
7487,Radiance
7488,MANGO FIZZ V2
7489,LEVEL 1
7490,LEVEL 2
7491,LEVEL 3
7492,LEVEL 4
7493,LEVEL 5
7494,LEVEL 6
7495,DEEP TRANSLUCENT
7496,RED NEUTRALIZER
7497,TRANSLUCENT
7498,Black
7499,Brown
7500,BELLINI FIZZ
7501,BLACK CHERRY
7502,ICED COFFEE
7503,MOCHA CHILL
7504,PASSIONFRUIT
7505,PINK SMOOTHIE
7506,PINKBERRY
7507,RASPBERRY ICE
7508,STRAWBERRY TWIST
7509,SUNKISSED
7510,VANILLA LATTE
7511,BRONZE
7512,COPPER
7513,GOLDEN WHITE
7514,GOLDSHIMMER
7515,METALLIC
7516,PINK PEARL
7517,ROSE GOLD
7518,SPICED
7519,COOL
7520,WARM
7521,AMBER
7522,AMETHYST
7523,ROSE QUARTZ
7524,Black
7525,BLACK BROWN (WN)
7526,BLACK COPPER (WN)
7527,BLACK PURPLE (WN)
7528,BLOOZ (WN)
7529,BROWN (WN)
7530,EBONY (WN)
7531,KHAKI (WN)
7532,PURPLE (WN)
7533,CHOCOLIGHT (WN)
7534,GOLDENAIR (WN)
7535,PEACOCKED (WN)
7536,PLUM (WN)
7537,BLACK KOHL
7538,BLUE KOHL
7539,BROWN KOHL
7540,SLATE KOHL
7541,GOLD
7542,ROSE
7543,WHITE
7544,COOL LUSTRE
7545,WARM LUSTRE
7546,BRONZELITE (LIGHT)
7547,DARK BRONZE (DARK)
7548,SUNBRONZE (MEDIUM)
7549,LEVEL 1
7550,LEVEL 2
7551,LEVEL 3
7552,LEVEL 4
7553,LEVEL 5
7554,290 Just Peachy
7555,295 Cherry Berry
7556,308 Apricot Glaze
7557,310 Candy Glaze
7558,317 Tropic Glaze
7559,345 Catwalk Pink
7560,346 Strike-A-Pose-Rose
7561,347 Spotlight Peach
7562,348 Starlight Bronze
7563,361A Endless
7564,362A Eternal
7565,363A Infinite
7566,364A Immortal
7567,365A Timeless
7568,380A Belgian Chocolates
7569,381A Egyptian Sands
7570,382A Mojave Mauves
7571,383A Venetian Violets
7572,384A Island Blues
7573,385A Amazon Greens
7574,393 Pop Art
7575,394 Abstract Art
7576,395 Avant Garde
7577,399 Comtempory Art
7578,399 Contemporary Art
7579,396 Sand Castle
7580,397 Paradise Cove
7581,398 Fantasy Island
7582,406B Wild Orchid
7583,410A Mauve Frost
7584,412A Burgundy Frost
7585,414A Red Red
7586,417F Eggplant Frost
7587,425B Pink Petal Glitter
7588,429D Dreamy Poppy
7589,431D Bar B
7590,436A Misty Rose
7591,437F Blazed
7592,443D Bijou Blue
7593,446C Caribbean Frost
7594,449C French White Creme
7595,451C Flirty Rose Creme
7596,454D Lavender Creme
7597,Navy Baby
7598,Haute Chocolate
7599,Orange You Cute?
7600,Cherry Nice
7601,Back to the Fuchsia
7602,Shrimply Divine
7603,Flaminglo
7604,Poppy Love
7605,Mangoes Loco
7606,Berried Treasure
7607,Sheerly Beloved
7608,Sheerleader
7609,It's a Sheer Thing
7610,Sheer Pressure
7611,Creme de la Creme
7612,Fizz it Is
7613,Mist You
7614,Pardon My French
7615,Oh! Naturale
7616,Pink About It
7617,Berry Sweet
7618,Hearts on Fire
7619,Cocktail Party
7620,110 Black-Slate
7621,111 Smoke-Lilac
7622,112 Java-Champagne
7623,113 Bronze-Toast
7624,114 Ying-Yang
7625,115 Blue-Sky
7630,130 Pixie
7631,131 Electro
7632,132 Envy
7633,133 Techno
7634,134 Distress
7635,135 Graphite
7636,142 Solar Eclipse
7637,Ivory
7638,Natural Honey
7639,Honey Beige
7640,Natural Beige
7641,150 Gold Pewter
7642,151 Cobalt Blue
7643,152 Gun Metal Green
7644,153 Antique Amethyst
7645,163 Pinched Pink
7646,164 Purely Mauve
7647,165 Barely Peach
7648,166 Rose Shimmer
7649,Black
7650,Black-Bronze
7651,Black Bronze
7652,Black
7653,Warm Black
7654,Black
7655,Jet Black
7656,Sable
7657,Pearlized Black
7658,Warm Black
7659,Black
7660,Lilac
7661,Champagne
7662,Raisin
7663,Taupe
7664,Sand
7665,Bronze
7666,Nutmeg Mosaic
7667,Mauveberry Mosaic
7668,521A Fuchsia w/Blue Pearl
7669,522A Dark Wine
7670,525D Retro Pink
7671,526B Fuchsia Ice
7672,528A Pink Ice
7673,529B Copper Dust
7674,530C Prism Violet
7675,533C Mudslide
7676,534A Double Dutch Mocha
7677,535C Bora Bora Nude
7678,541B Cashmere
7679,545A Blushing Bali
7680,547B Breeze
7681,548C Shang Hi Plum
7682,549A Java
7683,551C Sevilla Sangria
7684,553B Taj Mauve-Hall
7685,10
7686,20
7687,30
7688,"2,5"
7689,03
7690,06
7691,"6,5"
7692,07
7693,"7,5"
7694,08
7695,09
7696,10
7697,04
7698,01
7699,02
7700,03
7701,04
7702,05
7703,06
7704,07
7705,08
7706,09
7707,10
7708,11
7709,12
7710,13
7711,16
7712,17
7713,18
7714,19
7715,20
7716,21
7717,22
7718,23
7719,24
7720,25
7721,26
7722,Invisible Gloss
7723,Green With Envy
7724,Hot Magenta
7725,Blue Me Away!
7726,Rockstar Pink
7727,Sunkissed
7728,Cherry Red
7729,Deep Purple
7730,Disco Ball
7731,Emerald City
7732,Strobe Light
7733,Flirt
7734,Celeb City
7735,Plum Power
7736,Twisted Pink
7737,Blue It
7738,472C Fatal
7739,474B Royal Red
7740,475B Scarlet Red
7741,478D Heavenly
7742,479C Femme Fatale
7743,485C Heavy Metal
7744,497C Deep Wine
7745,501B Tokyo-a-Pink-Pink
7746,502A Dark Pink Frost
7747,505A Light Berry Frost
7748,506B Mink Brown
7749,508A Black Orchid
7750,509A Cinnamon
7751,510A Light Beige Frost
7752,511B Nouveau Pink
7753,514A Cherry Frost
7754,515C Hollywood & Wine
7755,516C Sunset Peach
7756,517B Russian Tea Rose
7757,519A Hot Red
7758,520E Hot Paris Pink
7759,Lavender Envy
7760,Wild Life
7761,Sugar Bare
7762,Violet Sparks
7763,Cotton Candy
7764,First Blush
7765,Caribbean Coral
7766,Going Green
7767,Pink Boa
7768,The Real Teal
7769,Wet Cement
7770,Pacific Blue
7771,Virtual Violet
7772,Bride
7773,Buff
7774,Hot Red
7775,Mocha Mux
7776,Petite Couleur
7777,Le Bon
7778,La Peche Glace
7779,La Tulipe
7780,21
7781,22
7782,23
7783,24
7784,25
7785,26
7786,27
7787,28
7788,All-Over Neutralizer
7789,All-Over Brightener
7790,Light
7791,Medium
7792,Medium/Dark
7793,Dark
7794,Miami Glow - Light
7795,Havana Glow - Medium
7796,Rio Glow - Deep
7797,Mockingbird
7798,Rich Girl
7799,Endless Love
7800,You've Got The Power
7801,A Place In The Sun
7802,Islands In The Stream
7803,Through The Storm
7804,Flawless
7805,Diamonds
7806,Platinum
7807,Brilliant Blush
7808,Sheer Bliss
7809,Radiant Rose
7810,Ruby Sequin
7811,Champagne Toast
7812,Rose Amore
7813,Fuchsia Bling Bling
7814,Luminous Tulips
7815,Must-Have Iris
7816,Lavender Marquis
7817,Royal Romance
7818,Nude Shimmer
7819,Elegant Cognac
7820,Chocolate Chiffon
7821,Antique Bronze
7822,Blushing Bride
7823,"Sunrise, Sunset"
7824,Diamonds & Rubies
7825,Honeymoon Red
7826,Fairy Tale Ivory
7827,Pink Promise
7828,Precious Peach
7829,Coral Kisses
7830,Forever Lilac
7831,Romantic Rose
7832,Berry Pretty
7833,Sweetheart
7834,Rose Petals
7835,Pink Bouquet
7836,Sheer Magic
7837,I Do
7838,True Love
7839,First Dance
7840,Wedding Bells
7841,Sealed with a Kiss
7842,Passion Flower
7843,Wedded Bliss
7844,Royal Icing
7845,Brilliant Bordeaux
7846,Deeply Violet
7847,Black Diamond
7848,Black Velvet
7849,Dark Brown
7850,Light Brown
7851,Blonde
7852,Auburn
7853,01
7854,02
7855,01
7856,02
7857,Clear
7858,Natural Tint
7859,White Tip
7860,Sheer Strawberry
7861,Sheer Vanilla
7862,Glazed Sand
7863,Toffee
7864,Champagne
7865,Truffle
7866,Chocolate
7867,Platinum
7868,Ice
7869,Pink Sapphire
7870,Shimmering Lilac
7871,Rose Wine
7872,Peony
7873,Dahlia
7874,Poppy
7875,Cardinal
7876,Red Hot
7877,Sweet Pea
7878,Lilac
7879,Terracotta
7880,Tea Rose
7881,Mocha
7882,Plum
7883,Merlot
7884,Cinnamon
7885,Angel's Trumpet
7886,Diamond Ring
7887,Ever After
7888,Floral Taffeta
7889,MOTHER OF PEARL
7890,VIOLETTA
7891,CANDY RED
7892,CANDY ORANGE
7893,CANDY PINK
7894,CANDY PEACH
7895,FUSCHIA
7896,HAWAII
7897,VELVET
7898,TANGO
7899,BUTTER
7900,SWEET PINKY
7901,COPPER PENNY
7902,AMAZONIA
7903,BANANA BOAT
7904,PURPLE DREAM
7905,MOCHA LATTE
7906,BABY DOLL
7907,APRICOT
7908,WILD
7909,TANGERINE
7910,GRAPE
7911,INNOCENCE
7912,SUNSHINE
7913,NATURAL
7914,MARGARITA
7915,NAKED
7916,AZURE
7917,PINKY
7918,NECTAR
7919,ACID GREEN
7920,APPLE
7921,GOLDEN PINK
7922,BARELY THERE
7923,RED GLITTER
7924,DISCO BALL
7925,AQUA GLITTER
7926,YELLOW GLITTER
7927,SHOW GIRL
7928,PRINCESS GLITTER
7929,ORANGE GLITTER
7930,HOT PINK GLITTER
7931,NECTAR GLITTER
7932,CANDY GLITTER
7933,GOLDEN GLITTER
7934,CN221
7935,CN222
7936,CN223
7937,CN224
7938,CN225
7939,CN226
7940,CN227
7941,CN228
7942,CN229
7943,CN230
7944,CN231
7945,CN232
7946,CN233
7947,CN234
7948,CN235
7949,CN236
7950,CN237
7951,CN238
7952,CN239
7953,CN240
7954,CN240
7955,CN241
7956,CN242
7957,CN243
7958,CN244
7959,CN245
7960,CN246
7961,CN247
7962,CN248
7963,CN249
7964,CN250
7965,CN251
7966,CN252
7967,Nearly Nude
7968,French Shimmer
7969,Sheerly Mauve
7970,Sheerly Opal
7971,Sheer Romance
7972,Sheer Mocha
7973,Clementine
7974,Fraise
7975,Grenadine
7976,Rose Honey
7977,Sheer Natural
7978,Sheer Blush
7979,Sheer Shimmer
7980,Sheer Pink
7981,Fine Point Pen
7982,Fine Point
7983,Traditional Tip
7984,Perfect Rose
7985,Perfect Bare
7986,Perfect Currant
7987,Perfect Cassis
7988,Perfect Coral
7989,Perfect Rosegold
7990,Perfect Cinnamon
7991,Perfect Petal
7992,Perfect Melon
7993,Perfect Flamingo
7994,Perfect Amethyst
7995,Perfect Bronze
7996,Perfect Ginger
7997,Translucent
7998,Medium
7999,Deep
8000,Light
8001,Tearose
8002,Terrarose
8003,Sunblush
8004,Pink Glow
8005,Pink Star
8006,Sugar Plum
8007,Terrapeach
8008,Pink Rose
8009,Coral
8010,Berry Blush
8011,Pink Star
8012,Pink Glow
8013,Terrarose
8014,Sunblush
8015,Sugarplum
8016,Tearose
8017,Peach Sorbet
8018,Bronze Berry Pearl
8019,Cayenne Pearl
8020,Cherry Pearl
8021,Cinnabar Shimmer
8022,Cocoa Bronze Pearl
8023,Copper Tan Shimmer
8024,Cranberry Cream
8025,Geranium Shimmer
8026,Go Go Red
8027,Goldenrose Pearl
8028,Guava Pearl
8029,Mango Cream
8030,Mocha Shimmer
8031,Pink Blush Sheer
8032,Pink Honey Pearl
8033,Pink Pink Shimmer
8034,Raisin Cream
8035,Rosy Shimmer
8036,Ruby Pearl
8037,Sugarplum Shimmer
8038,Sun Blush Sheer
8039,Honeymoon Suite
8040,Lilac Organza
8041,Rose Parfait
8042,Pop the Bubbly
8043,Candlelight
8044,Love Match
8045,Love Struck
8046,Moonlight Glow
8047,Timeless
8048,Toast of the Town
8049,24 Karat
8050,Silver Anniversary
8051,Pink Proposal
8052,Peach Goddess
8053,Entice
8054,Blossom
8055,Galaxy
8056,Fizz
8057,Lumina
8058,Bonbon
8059,Bubble Plum
8060,Canari
8061,Candy Glow
8062,Cherry Blossom
8063,Colibri
8064,Diamond Rose
8065,Freeze
8066,Furious
8067,Ginger Shimmer
8068,Glass Quartz
8069,Hirondelle
8070,Ironic Tonic
8071,Party Red
8072,Tangerine Dream
8073,Vanilla
8074,Vanilla
8075,Chocolate
8076,Cognac
8077,Rosey
8078,Rouge
8079,Spice
8080,Anoasis
8081,Antigua
8082,Bahamas
8083,Barbados
8084,Cancun
8085,Como
8086,Formentera
8087,Galapagos
8088,Grenada
8089,Hawaii
8090,Ipanema
8091,Jamaica
8092,Java
8093,Key West
8094,Key West
8095,Lipari
8096,Majorca
8097,Maldives
8098,Malta
8099,Mauritius
8100,Montego
8101,Palma
8102,Papeete
8103,Phi Phi
8104,Portofino
8105,Positano
8106,Samoa
8107,Santa Barbara
8108,Santa Monica
8109,Ischia
8110,Monte-Carlo
8111,Porto Rotondo
8112,Salina
8113,Stresa
8114,Tasmania
8115,Waikiki
8116,Yucatan
8117,Zanzibar
8118,Black
8119,Brown
8120,Brown
8121,Bubbles
8122,Charcoal
8123,Composite
8124,Copper Brown
8125,Coral Sands
8126,Cream
8127,Dusty Brown
8128,Earth Brown
8129,Forest Green
8130,Gilded Sand
8131,Golden
8132,Golden Moss Shade 1
8133,Golden Moss Shade 2
8134,Graphite
8135,Green Moss
8136,Illusion Shade 1
8137,Illusion Shade 2
8138,Indigo
8139,Jewel
8140,Just Lilac
8141,Khaki
8142,Lagoon
8143,Light Blue
8144,Lilac
8145,Limelight
8146,Lucky
8147,Luna
8148,Mauve Pink
8149,Mingle
8150,Moonbeam
8151,Orchid Pink
8152,Pale Wheat
8153,Party
8154,Peach Dream
8155,Peach Dust
8156,Peacock Shade 1
8157,Pewter
8158,Pink
8159,Pink Chiffon
8160,Pink Clover Shade 1
8161,Pink Clover Shade 2
8162,Pink Petal
8163,Pink Sand
8164,Sand Dollar
8165,Sapphire
8166,Sherbert
8167,Sherbet
8168,Silver
8169,Silver Lilac
8170,Silver Sage
8171,Silver Taupe
8172,Silversmoke
8173,Silvery Brown
8174,Siren
8175,Slate
8176,Smoke
8177,Smokey Bronze
8178,Suede Brown
8179,Sun
8180,Taupe
8181,Terra Bronze
8182,Topaz
8183,Tulle
8184,Twilight
8185,Vanilla
8186,Vintage
8187,Wheat
8188,Beige
8189,Bisque
8190,Buff
8191,Cameo
8192,Cream
8193,Honey
8194,Ivory
8195,Ivy League
8196,VIP Pink
8197,Marine Scene
8198,Crushed
8199,White On
8200,Gunmetal
8201,Fuchsia Power
8202,Shooting Star
8203,Lime Lights
8204,Purple Potion
8205,Mellow Yellow
8206,Black Out
8207,Ocean View
8208,Red Carpet
8209,Bamboo Shoot
8210,Brick Wall
8211,Almond Crunch
8212,Almond Crunch
8213,Fly Away
8214,Ice Coffee
8215,03
8216,04
8217,05
8218,06
8219,08
8220,12
8221,13
8222,Fly Away
8223,Petite Pink
8224,Strawberry Icing
8225,Titanium Dioxide
8226,Coral Reef
8227,Pink Bikini
8228,Pink Pout
8229,Soft Pink
8230,Pink Champagne
8231,Glaze
8232,Frosted Camellia
8233,Shimmering Pink
8234,Honey Glaze
8235,Radiant Mauve
8236,Mandarin Shine
8237,Berry Red
8238,Plum Wine
8239,Sparkling Ruby
8240,Pink Frost
8241,Berrylicious
8242,Maple
8243,Rosegold
8244,Mandarin Shine
8245,Pink Lemondade
8246,Crystal Frost
8247,Nude Shimmer
8248,Shimmer
8249,Shine
8250,Sheer Starlight
8251,561A Crystal Clear
8252,563B Sun Glaze
8253,564A Cherish
8254,565C Cotton Candy
8255,566 Strawberry Ice
8256,567A Sheerly Cocoa
8257,568 Bronze Berry
8258,576A Rose Gold
8259,577A Red Sensation
8260,578 Sinless
8261,584 Clear Ice-land
8262,585 Hel-pink-i
8263,586 Plum Desert
8264,587 Berry Rouge
8265,588 Cairo-mel
8266,589A Malibu-Peach
8267,No Chance
8268,Demure
8269,Read My Lips
8270,Mischief
8271,Diva in Red
8272,Seduce Me
8273,Baby Doll
8274,Fashionista
8275,Dara
8276,Nude
8277,Jet Black
8278,Dark Brown
8279,Charcoal
8280,In The Navy
8281,Sable
8282,White
8283,Taupe
8284,Sunset
8285,Sun Queen
8286,Tiger's Eye
8287,Fire and Ice
8288,Mocha Mauve
8289,LaRouge
8290,Shiraz
8291,Sand
8292,Rose Quartz
8293,Rose Quartz
8294,Sand
8295,Guava
8296,Whisper
8297,Berry Brown
8298,Mimosa
8299,Hot Pink
8300,Sunset
8301,Geisha
8302,Tuscan
8303,Lollipop
8304,611-Baby's Got Bling
8305,612-A Girl's Best Friend
8306,613-10 Carats for Bunny
8307,614A-Iced Out
8308,615-Tamara's Tiara
8309,616A-Princess Cut
8310,617-On the Rocks
8311,Black
8312,Dark Brown
8313,Mink
8314,Smokey Plum
8315,Moody Blue
8316,Sky High
8317,Teal
8318,Pearl Mocha
8319,Almost Apricot
8320,Tender Pink
8321,Desert Rose
8322,Gourmet
8323,Moreish
8324,Delicious
8325,Tasty
8326,Jelly Belly
8327,Jelly Baby
8328,Tutti Frutti
8329,Sweetie
8330,Sorbet
8331,Sugar!
8332,Candy Floss
8333,Dare
8334,Attract
8335,Provoke
8336,Tease
8337,Scandal
8338,Lure
8339,Seduce
8340,Clear
8341,Tempt
8342,Forbidden
8343,The Morning After
8344,Wild at Heart
8345,Mocha II
8346,Shell
8347,Sunbeige
8348,Vanilla
8349,Vanilla Shell
8350,Warm Bronze
8351,Warm Sunbeige
8352,Fair
8353,Light
8354,Medium
8355,Deep
8356,Translucent
8357,Light
8358,Medium
8359,Deep
8360,Translucent
8361,Light
8362,Medium
8363,Deep
8364,Sparkling Ruby
8365,Honey Glaze
8366,Madarin Shine
8367,Passion Flower
8368,Shimmering Pink
8369,Berrylicious
8370,Maple
8371,Rosegold
8372,Pink Pout
8373,Sparkling Ruby
8374,Mandarin Shine
8375,Honey Glaze
8376,Shimmering Pink
8377,Radiant Mauve
8378,Gold
8379,Orion
8380,Lynx
8381,Fever
8382,Maritime
8383,Dreamy
8384,Tempting
8385,Dark Angel
8386,Modern Blues
8387,Spices
8388,Elements
8389,648 Taupe
8390,Vavoom
8391,Rumor
8392,Flirt
8393,Moonlight
8394,Crush
8395,The Best of Broadway
8396,Chelsea Chic
8397,South Street Seaport
8398,Union Square
8399,Lexington Luxury
8400,655-Charcoal
8401,656A-White
8402,664C-Fab Fuchsia
8403,666-Brandy Wine
8404,711-Chestnut
8405,712-Willow
8406,715-Plumberry
8407,717-Berry Red
8408,Soft
8409,Natural
8410,Warm
8411,667-Medium Ash
8412,668-Brunette
8413,Fair
8414,Light
8415,Medium
8416,Deep
8417,Smokey Noir
8418,Smokey Brun
8419,Smokey Purple
8420,Smokey Blue
8421,Romantic Cool
8422,Sun Safari
8423,Sweet Smolder
8424,Urban Flower
8425,Chocolatine
8426,Almond
8427,Cafe Latte
8428,Bronzed
8429,Sparkling Sand
8430,Gold
8431,Rose
8432,671-Passion Fruit Pink
8433,672-Spicy Amaretto
8434,673-Plum Pudding
8435,674A-Mixed Berry
8436,675A-Peach Fuzz
8437,676-Caramel Latte
8438,695-Night Lights
8439,698-Star Light
8440,Shimmer
8441,Rose Shimmer
8442,702A-Medium/Dark
8443,703-Rio Radiance
8444,741-Bali Bronze
8445,742-Acapulco Gold
8446,743-Tahitian Tan
8447,801-Light
8448,802-Medium
8449,804-Light/Medium
8450,811-Fair
8451,812A-Light
8452,813A-Medium
8453,814-Beige
8454,Sparkle
8455,Pink
8456,Radiant Mauve
8457,Sparkle Mauve
8458,Frosted Camellia
8459,Pink Shimmer
8460,Peach Shimmer
8461,Rasberry Glace
8462,Pink Pout
8463,Berrylicious
8464,Maple
8465,Rosegold
8466,Pink Opal
8467,Golden Nude
8468,Rose Pearl
8469,Light
8470,Medium
8471,Dark
8472,821A-Natural
8473,822A-Ivory
8474,823A-Warm Beige
8475,824A-Bare
8476,825A-Buff
8477,826A-Golden
8478,827A-Classic Beige
8479,Ivory
8480,Sand
8481,Classic Beige
8482,Beige
8483,Cashmere
8484,Fawn
8485,Chestnut
8486,Natural
8487,Golden
8488,Almond
8489,Walnut
8490,Toffee
8491,Say it to Me
8492,Paint the Town
8493,The Night Before
8494,First Time
8495,Fever
8496,Addicted
8497,Addicted
8498,Talk to Me
8499,Flashback
8500,Silence
8501,Party Crush
8502,Pink Taffy
8503,Candy Rush
8504,Twinkle Pink
8505,Delicious
8506,Berry Crush
8507,Sweet Lust
8508,Bubble Blush
8509,Cookie
8510,Gourmet
8511,Light
8512,Medium
8513,Dark
8514,Natural Light
8515,Natural Medium
8516,Natural Bronze
8517,Sable
8518,Noir
8519,Deep Ocean
8520,Emerald Sparkle
8521,Purple Shock
8522,Precious Gold
8523,Sable Brown
8524,Rich Brown
8525,Azure Shimmer
8526,Black Magic
8527,Hurricane Grey
8528,Nacy Blue
8529,Ivy
8530,Burgundy
8531,Black Glamour
8532,Medium
8533,Deep
8534,Light
8535,Rosy Glow
8536,Iced Mocha
8537,Bisque
8538,Sienna
8539,Coral Reef
8540,Cayenne
8541,Regal Red
8542,Currant
8543,Brick
8544,Soft Nude
8545,Clay Rose
8546,Peach Silk
8547,Antique rose
8548,Fruity
8549,Sun Ripened
8550,Champagne
8551,Pink Sorbet
8552,Plumshine
8553,Mauvelous
8554,Pomegranate
8555,Red Kiss
8556,St. Valentine
8557,Fuchsia
8558,Politely Pink
8559,Sugarplum
8560,Plumberry
8561,Burgundy Bliss
8562,Rosewood
8563,Glam Ice
8564,Spicy Bronze
8565,Night Jewel
8566,Royal Violet
8567,Celestial Sapphire
8568,Posh Peacock
8569,Dusty Mauve
8570,Santa Rose
8571,Pink Rose
8572,Pink Sorbet
8573,Berry
8574,BARE VINYL
8575,LIGHT AND DARK
8576,CHAMPAGNE
8577,GUNMETAL
8578,MOCHA
8579,SNOW
8580,SNOW
8581,Naughty
8582,Gold
8583,Silver
8584,Pink
8585,JUICY APPLE
8586,Gem
8587,Lust
8588,Mystique
8589,Twilight
8590,Flicker
8591,Frisky Clover
8592,Rapid Ruby
8593,Clear
8594,Shocker
8595,Stop Traffic
8596,Pulsating
8597,Torrid
8598,Climax
8599,Deliciously Dark
8600,Desert Beauty
8601,Princess Pink
8602,Red Carpet
8603,Green with Envy
8604,Hard Edged
8605,Night Before
8606,Camouflage
8607,Cotton Candy
8608,Clear
8609,Ivory
8610,Porcelain
8611,True Ivory
8612,Soft Beige
8613,Classic Beige
8614,Sand
8615,Nude
8616,Warm Honey
8617,True Nude
8618,Natural Beige
8619,Chic
8620,Classic
8621,Sun Light
8622,Sun Bronze
8623,Sun Dance
8624,Ivory
8625,Porcelain
8626,True Ivory
8627,Soft Beige
8628,Classic Beige
8629,Nude
8630,Sand
8631,Warm Honey
8632,True Nude
8633,Natural Beige
8634,Ivory
8635,Soft Beige
8636,Classic Beige
8637,Sand
8638,Natural Beige
8639,900A-Cinnamon Spice
8640,901A-Mocha Bean
8641,902B-Sugar Plum Fairy
8642,903B-Captive
8643,905C-Spirits
8644,Sweet Blush Sheer
8645,Teabearry Shimmer
8646,Wildberry Cream
8647,Onyx
8648,Pewter
8649,Luna
8650,Siren
8651,Lucky
8652,Twilight
8653,Indigo
8654,Amber
8655,Blossom
8656,Breathless
8657,Brown Sugar
8658,Coraline
8659,Georgia Peach
8660,Goldmine
8661,Iced Coffee
8662,Red Diamond
8663,Shimmer
8664,Starlight
8665,Aura
8666,Autumn Leaves Shade 2
8667,Beach
8668,Beech Nut
8669,Beige
8670,Berry Pink
8671,Black Currant Shade 1
8672,Black Currant Shade 2
8673,Blue Smoke Shade 1
8674,Blue Smoke Shade 2
8675,Brick Brown
8676,Bronze
8677,Celebrity Bash
8678,Champagne
8679,Grape Sorbet
8680,Hippy Chic
8681,Hit Gossip
8682,Hot Rock
8683,Hypnotise
8684,Insolence
8685,Magenta
